drying_temperature,drying_time,ambient_temperature,relative_humidity,moisture_ratio
33.16811559533756,181.6794392188129,54.006920531031625,27.56979596438359,0.06982179388682005
8.905420557078429,194.3456314621979,68.81191858974431,27.407921824888273,0.20978388942411647
18.11573511032173,190.58102629673124,66.52390182051545,27.892711344560357,0.04313553057650488
23.730491230462786,183.22862361216147,62.58411636175593,28.094552671258846,0.06460938402871949
42.37005505096899,187.43588542014157,60.91698712516664,28.060137973747665,0.048878513967466175
42.3710707486425,181.48038048289777,58.11632835986713,27.621540020297303,0.18058596336236374
46.49409909159712,176.31075253360518,57.158929498988115,27.771632680569866,0.1702014526575375
12.465322501417475,195.9237859112531,42.632336298334145,27.865666808066383,0.14225550961480454
23.627046855493475,182.15383762523703,38.72556073747897,28.194782068619638,0.1933662613519323
19.123063749008523,193.2814087062223,53.283902242514145,27.41447140250127,0.14319210148404987
48.07318694520376,189.00585038959625,9.874717698950377,27.52401628089141,0.23808604940020697
8.097096125458414,197.86692750703685,35.56524446899224,28.266859221982493,0.05747239323102585
13.885840395894242,195.47423058316352,18.566423640456676,28.003829392661522,0.2062428396483802
39.99840004933779,191.20477134828454,8.645787636192026,27.801126771378886,0.13582365158704207
41.28335063090899,190.689089601213,63.85617878867109,27.902967197585024,0.04680408951252385
41.2168360900719,177.74163127375013,44.65198495126788,27.968556827064223,0.06923563113678585
36.128359148973864,181.4051042468315,44.26491745962228,27.596154998829785,0.07856608776511656
26.842506663966464,176.0559114786969,49.976582953201785,28.366775935084107,0.1140673070238841
30.750795264980503,184.71955953001572,75.04396844034403,27.883164006613907,0.14925511493606086
36.67634090626045,193.0174071408396,16.499383301776987,28.125869239148063,0.1472242268239642
23.1748746032406,191.02185020521944,67.5974868144799,28.331842673127678,0.22191115457504873
43.06591352794251,191.2034098611605,3.477837426755613,27.89073089671656,0.22652452129968756
36.63778885018196,191.04880171165928,19.619590996762888,28.23121231835814,0.06456478805687085
33.51250277890264,183.00377190034362,33.61607332282344,28.130459833007357,0.1550003657789167
29.734892964620617,186.30463990974053,64.47485045702452,27.84186987376831,0.22876466235349344
15.876240265740194,189.68045058482812,38.30339385513386,27.300497583277927,0.10208471096688837
40.53173703331147,195.1681355701192,56.74917193817454,27.636264192107873,0.0978731006998198
27.285587798402812,198.11592863648337,57.386524069645745,28.105638714138085,0.19269240550916636
23.99342250521939,193.54865878641377,15.515948249794512,27.986408979012563,0.15457032532387377
46.98397312036089,196.13451399984723,48.07805348598261,27.958885543307666,0.12072779374422693
23.35628628643043,180.391966383611,42.99449530203107,28.251780356920523,0.11597339278384276
41.75922915152815,196.0177974195616,14.541337921430227,28.24364114092277,0.13368797753903144
46.200677419389876,181.81342032973527,69.32166801035515,28.257862120754655,0.16424713609686398
8.982430026262136,189.67500522339935,32.55642093677527,27.824869600225178,0.22568542738467742
8.277235087230302,196.92615379014953,33.74623447319984,27.647944139381938,0.23536500803092983
14.898387670815822,179.75840825219856,44.84493514539538,27.74476400585144,0.14441677447966628
36.11271418010936,185.17097815910583,15.498147511096299,27.295790064874115,0.19778792527194528
44.82702727919117,193.15561767130782,7.292754950708854,28.283985496181124,0.04479432017034915
20.12694725357307,177.85550313199545,41.93453657678668,27.285689688688805,0.10679326031190176
30.40517848862539,197.5791019519258,42.601092920576086,27.888658236690045,0.11821431151481947
43.800969930686364,193.94374869764795,39.270297049684174,28.17638596617852,0.15543721470878719
28.08810031521441,181.1674703363479,23.23458280336972,27.33579424183332,0.1714587460566337
47.49189937583815,182.15824445820436,27.22890651269728,27.886408560232272,0.2025999430947779
10.648517868462484,191.9131112717176,59.52555278453241,28.027077531955797,0.227490238339318
38.04277497482329,197.18978239430837,71.05503141260364,28.18198027957117,0.10802449042117046
21.041186605853817,178.70542716293681,6.831105423090108,28.11926447670567,0.07792630616609578
35.8138465858749,191.34594084401687,56.75199962891709,27.294105368136425,0.06158536538301665
27.039935628202386,194.08553450536567,29.366196492544482,28.07739080971046,0.08934397105798056
25.91803013685449,186.64704448477812,15.595107280970382,27.295745128438856,0.053434216565174664
41.155778877820055,177.49452443266156,53.90792451530711,28.04695061552998,0.03557624561498621
8.110791324834437,197.61884846247682,29.595660173326394,28.16155457991727,0.039973062673911014
16.29915680826346,180.8480290759228,67.86291650703522,28.21729754783386,0.11681610104395118
9.377699570731991,185.33717164726318,5.331173024989582,27.952248773882165,0.19336639932364713
11.258820273491708,188.7510715136668,71.4711987278276,28.155304519699367,0.2178780700453397
23.7624318922652,181.3524520878805,43.90480915957558,27.62155196196062,0.03326360039386489
10.119875963176547,176.2035568644653,36.749132180965915,28.151864786977786,0.17585483186140388
45.21358073859367,193.30783177680232,18.348451775759578,27.46093965980247,0.23293401967497732
